frame,time_s,angle_deg,leaflet_left_len,leaflet_right_len,asymmetry,tip_left_x,tip_left_y,tip_right_x,tip_right_y,base_left_x,base_left_y,base_right_x,base_right_y,angle_smooth_deg,speed_deg_s,asymmetry_smooth
375,12.512512512512513,nan,nan,nan,nan,12.0,30.0,nan,nan,342.0,230.0,347.0,233.0,6.798032760620117,40.22532793521881,0.010966738685965538
376,12.545879212545879,nan,nan,nan,nan,nan,nan,686.0,72.0,nan,nan,342.0,230.0,6.798032760620117,0.0,0.010966738685965538
377,12.579245912579246,6.7980328,393.60004,389.30707,0.010966739,668.0,29.0,686.0,72.0,313.0,239.0,351.0,229.0,6.798032760620117,0.0,0.010966738685965538
378,12.612612612612613,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,351.0,229.0,6.798032760620117,0.0,0.010966738685965538
379,12.645979312645979,nan,nan,nan,nan,70.0,454.0,72.0,454.0,353.0,229.0,nan,nan,6.798032760620117,nan,0.010966738685965538
380,12.679346012679346,nan,nan,nan,nan,nan,nan,nan,nan,353.0,229.0,370.0,220.0,nan,nan,nan
381,12.712712712712714,nan,nan,nan,nan,669.0,29.0,676.0,46.0,nan,nan,nan,nan,nan,nan,nan
382,12.746079412746079,nan,nan,nan,nan,nan,nan,nan,nan,331.0,244.0,351.0,229.0,nan,nan,nan
383,12.779446112779446,nan,nan,nan,nan,12.0,30.0,685.0,45.0,nan,nan,nan,nan,nan,nan,nan
384,12.812812812812814,nan,nan,nan,nan,nan,nan,nan,nan,331.0,244.0,348.0,229.0,nan,nan,nan
385,12.84617951284618,nan,nan,nan,nan,12.0,30.0,668.0,29.0,nan,nan,350.0,227.0,nan,nan,nan
386,12.879546212879546,nan,nan,nan,nan,12.0,30.0,nan,nan,353.0,225.0,363.0,212.0,7.009889602661133,nan,0.014521017670631409
387,12.912912912912914,nan,nan,nan,nan,nan,nan,673.0,78.0,nan,nan,nan,nan,7.009889602661133,1.5369051218032834,0.014521017670631409
388,12.946279612946281,7.0098896,396.49243,390.77646,0.014521018,668.0,29.0,686.0,74.0,310.0,254.0,354.0,225.0,7.112452507019043,1.5369051218032834,0.016576159745454788
389,12.979646312979646,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.112452507019043,1.7953829956054685,0.016576159745454788
390,13.013013013013014,7.2150154,384.5468,377.44833,0.018631302,668.0,29.0,686.0,74.0,344.0,264.0,353.0,222.0,7.232264518737793,3.4615270543098444,0.014119390398263931
391,13.046379713046381,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7.343451976776123,1.666144058704376,0.013918576762080193
392,13.079746413079747,7.4718885,368.5519,365.17462,0.009205852,667.0,30.0,686.0,74.0,350.0,220.0,353.0,221.0,7.343451976776123,-51.96236519627272,0.013918576762080193
393,13.113113113113114,nan,nan,nan,nan,667.0,30.0,686.0,74.0,nan,nan,353.0,221.0,3.875826671719551,-51.96236519627272,0.005688122473657131
394,13.146479813146481,nan,nan,nan,nan,nan,nan,686.0,74.0,331.0,232.0,353.0,219.0,3.875826671719551,-46.23870234310626,0.005688122473657131
395,13.179846513179847,0.2797648,373.85156,374.66385,0.0021703932,686.0,76.0,686.0,74.0,334.0,232.0,354.0,222.0,0.7901608496904373,-46.23870234310626,0.015107044950127602
396,13.213213213213214,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.7901608496904373,1.8739826718717811,0.015107044950127602
397,13.246579913246581,1.3005569,397.4824,386.48965,0.028043697,12.0,30.0,26.0,28.0,353.0,241.0,358.0,219.0,0.9152180850505829,6.635116400644183,0.020236533135175705
398,13.279946613279947,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.2329447269439697,4.761133728772402,0.029269603081047535
399,13.313313313313314,1.1653326,391.6826,379.91742,0.03049551,12.0,30.0,26.0,28.0,363.0,217.0,371.0,174.0,1.2329447269439697,-1.0131683850288389,0.029269603081047535
400,13.346680013346681,nan,nan,nan,nan,12.0,30.0,26.0,28.0,359.0,214.0,nan,nan,1.165332555770874,-1.0131683850288389,0.03049550950527191
401,13.380046713380047,nan,nan,nan,nan,12.0,30.0,26.0,28.0,nan,nan,361.0,216.0,1.165332555770874,1877.6448436796663,0.03049550950527191
402,13.413413413413414,nan,nan,nan,nan,nan,nan,nan,nan,288.0,230.0,362.0,216.0,126.46695709228516,1877.6448436796663,0.07228230684995651
403,13.446780113446781,nan,nan,nan,nan,12.0,30.0,686.0,43.0,nan,nan,nan,nan,126.46695709228516,-19.97335000991821,0.07228230684995651
404,13.480146813480147,126.46696,391.09238,363.80936,0.07228231,12.0,30.0,686.0,43.0,355.0,218.0,367.0,195.0,125.13406753540039,-19.97335000991821,0.061471009626984596
405,13.513513513513514,nan,nan,nan,nan,12.0,30.0,686.0,43.0,nan,nan,nan,nan,125.13406753540039,-612.9243827927112,0.061471009626984596
406,13.546880213546881,123.80118,391.7429,372.38757,0.050659712,12.0,30.0,686.0,43.0,353.0,215.0,360.0,218.0,84.23153948783875,-929.3732491940259,0.04898125926653544
407,13.580246913580247,nan,nan,nan,nan,nan,nan,686.0,43.0,nan,nan,nan,nan,63.11383068561554,-316.4488664013147,0.037330735474824905
408,13.613613613613614,2.4264834,385.68024,395.04968,0.024001759,686.0,62.0,686.0,43.0,330.0,272.0,363.0,218.0,63.11383068561554,-909.3998991841077,0.037330735474824905
409,13.646980313646981,nan,nan,nan,nan,nan,nan,686.0,43.0,nan,nan,363.0,218.0,2.426483392715454,-909.3998991841077,0.02400175854563713
410,13.680347013680347,nan,nan,nan,nan,12.0,30.0,686.0,45.0,320.0,277.0,nan,nan,2.426483392715454,904.291733239889,0.02400175854563713
411,13.713713713713714,nan,nan,nan,nan,nan,nan,686.0,45.0,nan,nan,323.0,171.0,62.772945404052734,904.291733239889,0.012601391412317753
412,13.747080413747081,nan,nan,nan,nan,12.0,30.0,nan,nan,371.0,209.0,nan,nan,62.772945404052734,-463.1364325949549,0.012601391412317753
413,13.780447113780447,62.772945,402.49844,397.45816,0.012601391,12.0,30.0,49.0,445.0,371.0,215.0,371.0,209.0,31.866276562213898,-463.1364325949549,0.010980988387018442
414,13.813813813813814,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31.866276562213898,-148.5698879250884,0.010980988387018442
415,13.847180513847182,0.9596077,415.08585,418.98956,0.009360585,686.0,53.0,686.0,45.0,317.0,253.0,327.0,252.0,21.951702793439228,-461.949601435326,0.013518282833198706
416,13.880547213880547,nan,nan,nan,nan,nan,nan,686.0,45.0,nan,nan,329.0,250.0,1.0388089989622433,-313.3797135102376,0.015729375804464023
417,13.913913913913914,2.1225553,406.3527,413.97885,0.018592872,686.0,62.0,686.0,45.0,310.0,226.0,329.0,249.0,1.0388089989622433,0.5934155798144649,0.015729375804464023
418,13.947280613947282,0.03426402,414.88702,422.94473,0.01923467,679.0,48.0,686.0,44.0,293.0,232.0,331.0,251.0,1.0784096382558346,0.5934155798144649,0.018913771025836468
419,13.980647313980647,nan,nan,nan,nan,679.0,48.0,686.0,44.0,nan,nan,318.0,248.0,1.0784096382558346,-15.646522080246356,0.018913771025836468
420,14.014014014014014,nan,nan,nan,nan,nan,nan,675.0,46.0,295.0,233.0,319.0,249.0,0.03426402062177658,nan,0.0192346703261137
421,14.047380714047382,nan,nan,nan,nan,12.0,30.0,667.0,30.0,nan,nan,nan,nan,nan,nan,nan
422,14.080747414080747,nan,nan,nan,nan,nan,nan,675.0,46.0,291.0,230.0,303.0,226.0,nan,nan,nan
423,14.114114114114114,nan,nan,nan,nan,664.0,32.0,675.0,46.0,nan,nan,nan,nan,nan,nan,nan
424,14.147480814147482,nan,nan,nan,nan,675.0,46.0,nan,nan,316.0,254.0,318.0,257.0,123.35616302490234,nan,0.1136847734451294
425,14.180847514180847,nan,nan,nan,nan,nan,nan,675.0,46.0,nan,nan,nan,nan,123.53870391845703,-0.12107173919677733,0.11262048408389091
426,14.214214214214214,123.35616,397.9127,355.10913,0.11368477,12.0,30.0,675.0,46.0,355.0,224.0,372.0,209.0,123.34808349609375,-0.18003561973571774,0.09619047741095225
427,14.247580914247582,123.721245,397.47107,355.47327,0.111556195,12.0,30.0,676.0,48.0,355.0,224.0,371.0,209.0,123.52668952941895,2.6764114093780513,0.10003797151148319
428,14.280947614280947,122.96684,389.87433,365.94125,0.063330464,12.0,30.0,676.0,47.0,348.0,220.0,358.0,218.0,123.52668952941895,0.8517798900603537,0.10003797151148319
429,14.314314314314315,124.06251,397.44498,355.44128,0.111580454,12.0,30.0,677.0,48.0,356.0,222.0,371.0,209.0,123.58353169759114,-0.18003561973571774,0.09548903753360112
430,14.347681014347682,nan,nan,nan,nan,12.0,30.0,677.0,48.0,nan,nan,364.0,214.0,123.51467514038086,7.177454338073801,0.08745545893907547
431,14.38104771438105,nan,nan,nan,nan,nan,nan,677.0,48.0,316.0,254.0,366.0,215.0,124.06250762939453,nan,0.11158045381307602
432,14.414414414414415,nan,nan,nan,nan,667.0,28.0,673.0,48.0,nan,nan,359.0,222.0,nan,-9.274964103698728,nan
433,14.447781114447782,nan,nan,nan,nan,nan,nan,686.0,60.0,334.0,232.0,359.0,222.0,123.44355773925781,nan,0.02562725730240345
434,14.48114781448115,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,nan,nan,123.44355773925781,-2.066622562408447,0.02562725730240345
435,14.514514514514515,123.44356,387.9465,378.13028,0.025627257,12.0,30.0,686.0,60.0,334.0,232.0,359.0,221.0,123.30564498901367,-2.066622562408447,0.02225939929485321
436,14.547881214547882,nan,nan,nan,nan,12.0,30.0,nan,nan,334.0,232.0,359.0,221.0,123.30564498901367,-588.8762120604514,0.02225939929485321
437,14.58124791458125,123.16773,387.1631,379.91742,0.018891541,12.0,30.0,686.0,60.0,334.0,232.0,356.0,223.0,84.00793313980103,-884.3476293718813,0.015540813406308493
438,14.614614614614615,nan,nan,nan,nan,nan,nan,686.0,60.0,nan,nan,356.0,223.0,64.29012084007263,-295.47141731142995,0.010497591458261013
439,14.647981314647982,5.4125094,379.11905,379.91742,0.0021036416,668.0,29.0,686.0,60.0,334.0,232.0,356.0,223.0,64.29012084007263,-882.281006809473,0.010497591458261013
440,14.68134801468135,nan,nan,nan,nan,676.0,47.0,686.0,60.0,nan,nan,nan,nan,5.412509441375732,-882.281006809473,0.002103641629219055
441,14.714714714714715,nan,nan,nan,nan,nan,nan,686.0,60.0,360.0,223.0,379.0,196.0,5.412509441375732,1749.2525550770758,0.002103641629219055
442,14.748081414748082,nan,nan,nan,nan,12.0,30.0,675.0,46.0,359.0,223.0,nan,nan,122.14608001708984,1749.2525550770758,0.08269837498664856
443,14.78144811478145,nan,nan,nan,nan,12.0,30.0,675.0,46.0,nan,nan,356.0,223.0,122.14608001708984,0.0,0.08269837498664856
444,14.814814814814815,122.14608,395.02216,363.6516,0.082698375,12.0,30.0,676.0,46.0,356.0,221.0,359.0,222.0,122.14608001708984,0.0,0.08269837498664856
445,14.848181514848182,nan,nan,nan,nan,12.0,30.0,677.0,46.0,nan,nan,360.0,223.0,122.14608001708984,0.0,0.08269837498664856
446,14.88154821488155,nan,nan,nan,nan,nan,nan,677.0,46.0,334.0,232.0,359.0,222.0,122.14608001708984,nan,0.08269837498664856
447,14.914914914914915,nan,nan,nan,nan,12.0,30.0,nan,nan,350.0,222.0,356.0,222.0,nan,nan,nan
448,14.948281614948282,nan,nan,nan,nan,12.0,30.0,62.0,444.0,nan,nan,356.0,223.0,nan,nan,nan
449,14.98164831498165,nan,nan,nan,nan,12.0,30.0,nan,nan,326.0,252.0,356.0,222.0,nan,nan,nan
450,15.015015015015015,nan,nan,nan,nan,12.0,30.0,44.0,409.0,nan,nan,nan,nan,nan,nan,nan
451,15.048381715048382,nan,nan,nan,nan,12.0,30.0,nan,nan,349.0,261.0,353.0,221.0,nan,nan,nan
452,15.08174841508175,nan,nan,nan,nan,nan,nan,677.0,48.0,nan,nan,353.0,221.0,nan,nan,nan
453,15.115115115115115,nan,nan,nan,nan,12.0,30.0,nan,nan,353.0,222.0,nan,nan,117.12499237060547,nan,0.006164215039461851
454,15.148481815148482,nan,nan,nan,nan,12.0,30.0,668.0,28.0,nan,nan,353.0,221.0,117.12499237060547,-44.84330303192138,0.006164215039461851
455,15.18184851518185,117.12499,385.6167,383.24698,0.006164215,12.0,30.0,668.0,28.0,333.0,236.0,351.0,223.0,114.1324462890625,-44.84330303192138,0.01064502657391131
456,15.215215215215215,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,nan,nan,114.1324462890625,25.53851520538337,0.01064502657391131
457,15.248581915248582,111.1399,401.88803,395.85477,0.015125838,12.0,30.0,670.0,29.0,342.0,287.0,348.0,223.0,115.8367182413737,15.886121292114256,0.01527459810798367
458,15.28194861528195,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,nan,nan,115.19258117675781,11.56217960357666,0.019829789642244577
459,15.315315315315315,119.24526,385.43805,376.0964,0.024533741,12.0,30.0,669.0,28.0,345.0,221.0,348.0,222.0,116.60830179850261,62.18657243728637,0.016882168129086494
460,15.348682015348682,nan,nan,nan,nan,nan,nan,nan,nan,347.0,220.0,nan,nan,119.34250259399414,40.9719989204406,0.017760333139449358
461,15.38204871538205,119.43974,381.90475,377.73172,0.010986925,12.0,30.0,668.0,28.0,342.0,219.0,344.0,222.0,119.34250259399414,-892.4845563502236,0.017760333139449358
462,15.415415415415415,nan,nan,nan,nan,12.0,30.0,668.0,28.0,nan,nan,345.0,219.0,59.78397364169359,-892.4845563502236,0.006063455308321863
463,15.448782115448783,nan,nan,nan,nan,nan,nan,nan,nan,319.0,242.0,342.0,221.0,59.78397364169359,-893.9079899873211,0.006063455308321863
464,15.48214881548215,0.12820424,402.07245,402.53107,0.0011399855,686.0,46.0,686.0,45.0,315.0,241.0,342.0,219.0,0.13045412302017212,-893.8967518286033,0.0011376640177331865
465,15.515515515515515,nan,nan,nan,nan,686.0,46.0,686.0,45.0,nan,nan,339.0,218.0,0.13120408356189728,0.011238158717751502,0.0011368901856864493
466,15.548882215548883,0.132704,387.3035,387.74347,0.0011353425,686.0,46.0,686.0,45.0,337.0,214.0,339.0,218.0,0.13120408356189728,0.022476317435503004,0.0011368901856864493
467,15.58224891558225,0.132704,387.3035,387.74347,0.0011353425,686.0,46.0,686.0,45.0,337.0,214.0,339.0,218.0,0.1327040046453476,0.022476317435503004,0.0011353425215929747
468,15.615615615615615,nan,nan,nan,nan,686.0,46.0,686.0,45.0,339.0,218.0,nan,nan,0.1327040046453476,0.0,0.0011353425215929747
469,15.648982315648983,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,387.0,213.0,0.1327040046453476,0.06521610975265502,0.0011353425215929747
470,15.68234901568235,nan,nan,nan,nan,12.0,30.0,686.0,45.0,336.0,269.0,nan,nan,0.13705609738826752,0.06521610975265502,0.0011191824451088905
471,15.715715715715715,nan,nan,nan,nan,nan,nan,686.0,45.0,nan,nan,344.0,208.0,0.13705609738826752,0.041931245103478426,0.0011191824451088905
472,15.749082415749083,0.1370561,378.48248,378.9063,0.0011191824,686.0,46.0,686.0,45.0,342.0,204.0,344.0,208.0,0.1398543119430542,0.041931245103478426,0.0011242133332416415
473,15.78244911578245,nan,nan,nan,nan,nan,nan,nan,nan,351.0,203.0,nan,nan,0.1398543119430542,636.4937977069615,0.0011242133332416415
474,15.815815815815817,0.14265253,370.27356,370.69193,0.0011292442,686.0,46.0,686.0,45.0,348.0,198.0,351.0,203.0,42.6152495543162,954.7616621829941,0.005037247125680248
475,15.849182515849183,nan,nan,nan,nan,nan,nan,nan,nan,348.0,198.0,354.0,203.0,63.85434628278017,318.26786447603257,0.006996279465965927
476,15.88254921588255,127.56604,378.1511,373.3179,0.012863315,12.0,30.0,686.0,45.0,346.0,203.0,350.0,204.0,63.85434628278017,954.7197309378906,0.006996279465965927
477,15.915915915915917,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,nan,nan,127.5660400390625,966.3276411322876,0.01286331471055746
478,15.949282615949283,nan,nan,nan,nan,nan,nan,686.0,388.0,312.0,214.0,356.0,203.0,128.3406753540039,23.215820388793944,0.05443111015483737
479,15.98264931598265,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,nan,nan,129.1153106689453,-946.7933057990668,0.09599890559911728
480,16.016016016016017,129.11531,385.32907,350.03214,0.095998906,12.0,30.0,676.0,47.0,356.0,202.0,363.0,191.0,65.15793889760971,-958.4012159934639,0.06334164645522833
481,16.049382716049383,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,357.0,203.0,65.15793889760971,303.7238588020205,0.06334164645522833
482,16.08274941608275,1.2005671,386.44696,374.76825,0.030684387,12.0,30.0,26.0,28.0,357.0,203.0,364.0,191.0,85.426464676857,277.86202831953756,0.07577905245125294
483,16.116116116116117,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,357.0,203.0,83.70061679681142,-25.86183048248298,0.0676014640678962
484,16.149482816149483,125.96352,385.99612,349.00574,0.100653864,12.0,30.0,667.0,31.0,357.0,203.0,363.0,191.0,83.70061679681142,618.1316221565008,0.0676014640678962
485,16.18284951618285,123.93777,383.0408,356.61078,0.07146614,12.0,30.0,665.0,28.0,353.0,201.0,355.0,204.0,124.95064163208008,615.4002292388678,0.08606000244617462
486,16.216216216216218,nan,nan,nan,nan,12.0,30.0,nan,nan,353.0,201.0,355.0,204.0,124.76836649576823,-18.591866970062323,0.09351089348395665
487,16.249582916249583,nan,nan,nan,nan,nan,nan,676.0,47.0,nan,nan,355.0,206.0,123.70994313557942,-20.386621170044013,0.08496621002753575
488,16.28294961628295,124.40382,391.32626,351.08298,0.108412676,12.0,30.0,669.0,29.0,355.0,205.0,372.0,199.0,123.40789794921875,-6.870039968490529,0.08189106235901515
489,16.316316316316318,122.788246,387.53903,359.51703,0.075019814,12.0,30.0,668.0,28.0,353.0,206.0,360.0,209.0,123.2514820098877,-2.343892850875854,0.08076038397848606
490,16.349683016349683,123.03163,385.3184,362.05972,0.062240697,12.0,30.0,669.0,29.0,353.0,206.0,355.0,209.0,123.2514820098877,-5.755909395217895,0.08076038397848606
491,16.38304971638305,122.782234,387.98358,359.0839,0.07736835,12.0,30.0,668.0,28.0,353.0,206.0,361.0,209.0,122.86737060546875,-5.163069448471068,0.0715429534514745
492,16.416416416416418,nan,nan,nan,nan,12.0,30.0,668.0,28.0,nan,nan,361.0,208.0,122.90693283081055,-1.275769157409668,0.06980452314019203
493,16.449783116449783,nan,nan,nan,nan,nan,nan,nan,nan,314.0,225.0,361.0,210.0,122.78223419189453,nan,0.0773683488368988
494,16.48314981648315,nan,nan,nan,nan,12.0,30.0,63.0,30.0,nan,nan,361.0,210.0,nan,nan,nan
495,16.516516516516518,nan,nan,nan,nan,nan,nan,nan,nan,304.0,216.0,356.0,207.0,nan,nan,nan
496,16.549883216549883,nan,nan,nan,nan,12.0,30.0,686.0,68.0,nan,nan,375.0,203.0,nan,nan,nan
497,16.583249916583252,nan,nan,nan,nan,12.0,30.0,nan,nan,359.0,209.0,365.0,213.0,3.3757402896881104,nan,0.0017244337359443307
498,16.616616616616618,nan,nan,nan,nan,nan,nan,686.0,68.0,nan,nan,nan,nan,3.3757402896881104,0.0,0.0017244337359443307
499,16.649983316649983,3.3757403,403.66602,402.97052,0.0017244337,677.0,46.0,686.0,68.0,301.0,218.0,325.0,223.0,3.3757402896881104,0.0,0.0017244337359443307
500,16.683350016683352,nan,nan,nan,nan,nan,nan,686.0,68.0,nan,nan,nan,nan,3.3757402896881104,402.5320912617444,0.0017244337359443307
501,16.716716716716718,nan,nan,nan,nan,671.0,374.0,nan,nan,339.0,187.0,367.0,208.0,30.238075375556946,805.0641825234889,0.0650304391165264
502,16.750083416750083,nan,nan,nan,nan,nan,nan,49.0,401.0,nan,nan,372.0,210.0,57.10041046142578,402.5320912617444,0.12833644449710846
503,16.783450116783452,57.10041,412.2311,362.5169,0.12833644,12.0,30.0,49.0,401.0,369.0,253.0,372.0,214.0,57.10041046142578,0.0,0.12833644449710846
504,16.816816816816818,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,372.0,213.0,57.10041046142578,0.0,0.12833644449710846
505,16.850183516850183,nan,nan,nan,nan,12.0,30.0,61.0,31.0,371.0,218.0,nan,nan,57.10041046142578,nan,0.12833644449710846
506,16.883550216883553,nan,nan,nan,nan,12.0,30.0,nan,nan,369.0,215.0,371.0,218.0,nan,-840.2004816949367,nan
507,16.916916916916918,nan,nan,nan,nan,12.0,30.0,676.0,47.0,nan,nan,373.0,220.0,1.030975580215454,nan,0.008686474524438381
508,16.950283616950284,nan,nan,nan,nan,nan,nan,686.0,51.0,321.0,227.0,nan,nan,0.5795899108052254,-6.764014256112277,0.00489099562400952
509,16.983650316983653,1.0309756,398.57275,402.05005,0.0086864745,686.0,59.0,686.0,51.0,319.0,226.0,332.0,232.0,0.5795899108052254,0.0,0.00489099562400952
510,17.017017017017018,0.12820424,401.1686,401.60834,0.0010955167,686.0,53.0,686.0,52.0,319.0,226.0,332.0,232.0,0.5795899108052254,0.0,0.00489099562400952
511,17.050383717050384,nan,nan,nan,nan,nan,nan,686.0,60.0,323.0,227.0,nan,nan,0.5795899108052254,498.8115051144361,0.00489099562400952
512,17.083750417083753,nan,nan,nan,nan,12.0,30.0,nan,nan,320.0,229.0,323.0,227.0,33.866977639496326,988.4424251998587,0.018749323731753975
513,17.117117117117118,nan,nan,nan,nan,12.0,30.0,50.0,452.0,nan,nan,nan,nan,66.54171371459961,489.63092008542264,0.038643885403871536
514,17.150483817150484,67.60575,385.93588,372.13776,0.03640313,12.0,30.0,52.0,450.0,318.0,231.0,375.0,214.0,66.54171371459961,0.0,0.038643885403871536
515,17.183850517183853,65.47768,399.4562,383.45175,0.04088464,12.0,30.0,49.0,452.0,337.0,235.0,382.0,219.0,66.54171371459961,-322.14258397936817,0.038643885403871536
516,17.217217217217218,nan,nan,nan,nan,12.0,30.0,nan,nan,336.0,234.0,382.0,219.0,45.04404377937317,-491.1861756116151,0.03194559241334597
517,17.250583917250584,nan,nan,nan,nan,nan,nan,675.0,44.0,328.0,233.0,380.0,217.0,33.763190150260925,-644.2851679587363,0.029716823250055313
518,17.283950617283953,2.048704,368.9529,375.8607,0.018549006,686.0,62.0,686.0,47.0,328.0,233.0,383.0,219.0,2.048703908920288,-475.2415763264894,0.018549006432294846
519,17.31731731731732,nan,nan,nan,nan,nan,nan,676.0,45.0,330.0,230.0,383.0,219.0,2.048703908920288,0.0,0.018549006432294846
520,17.350684017350684,nan,nan,nan,nan,657.0,391.0,nan,nan,330.0,230.0,383.0,220.0,2.048703908920288,nan,0.018549006432294846
521,17.384050717384053,nan,nan,nan,nan,nan,nan,676.0,45.0,nan,nan,nan,nan,nan,nan,nan
522,17.41741741741742,nan,nan,nan,nan,662.0,386.0,nan,nan,331.0,231.0,383.0,220.0,nan,nan,nan
523,17.450784117450784,nan,nan,nan,nan,nan,nan,58.0,414.0,323.0,230.0,386.0,223.0,nan,nan,nan
524,17.484150817484153,nan,nan,nan,nan,662.0,382.0,nan,nan,324.0,227.0,nan,nan,nan,nan,nan
525,17.51751751751752,nan,nan,nan,nan,nan,nan,50.0,452.0,318.0,229.0,318.0,234.0,nan,nan,nan
526,17.550884217550884,nan,nan,nan,nan,70.0,454.0,nan,nan,318.0,229.0,326.0,228.0,nan,nan,nan
527,17.584250917584253,nan,nan,nan,nan,nan,nan,676.0,46.0,321.0,233.0,nan,nan,nan,nan,nan
528,17.61761761761762,nan,nan,nan,nan,12.0,30.0,nan,nan,319.0,235.0,383.0,223.0,nan,nan,nan
529,17.650984317650984,nan,nan,nan,nan,12.0,30.0,70.0,454.0,nan,nan,377.0,224.0,nan,nan,nan
530,17.684351017684353,nan,nan,nan,nan,nan,nan,nan,nan,353.0,240.0,377.0,224.0,nan,nan,nan
531,17.71771771771772,nan,nan,nan,nan,12.0,30.0,677.0,48.0,349.0,255.0,nan,nan,nan,nan,nan
532,17.751084417751084,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,347.0,238.0,nan,nan,nan
533,17.784451117784453,nan,nan,nan,nan,12.0,30.0,70.0,454.0,369.0,253.0,nan,nan,nan,nan,nan
534,17.81781781781782,nan,nan,nan,nan,12.0,30.0,70.0,454.0,nan,nan,398.0,207.0,nan,nan,nan
535,17.851184517851184,nan,nan,nan,nan,12.0,30.0,70.0,454.0,375.0,221.0,nan,nan,64.53213500976562,nan,0.12421992421150208
536,17.884551217884553,nan,nan,nan,nan,12.0,30.0,nan,nan,nan,nan,376.0,222.0,64.53213500976562,-466.97573988139624,0.12421992421150208
537,17.91791791791792,64.532135,382.87106,338.09207,0.124219924,12.0,30.0,58.0,414.0,308.0,236.0,372.0,219.0,33.369256138801575,-466.97573988139624,0.06969608599320054
538,17.951284617951284,nan,nan,nan,nan,nan,nan,nan,nan,306.0,255.0,nan,nan,33.369256138801575,0.0,0.06969608599320054
539,17.984651317984653,2.2063773,420.25974,413.93146,0.015172248,669.0,29.0,672.0,46.0,302.0,236.0,328.0,275.0,33.369256138801575,-466.97573988139624,0.06969608599320054
540,18.01801801801802,nan,nan,nan,nan,664.0,30.0,672.0,46.0,285.0,232.0,nan,nan,2.2063772678375244,-466.97573988139624,0.015172247774899006
541,18.051384718051384,nan,nan,nan,nan,nan,nan,669.0,29.0,nan,nan,357.0,214.0,2.2063772678375244,11.323072922229766,0.015172247774899006
542,18.084751418084753,nan,nan,nan,nan,668.0,29.0,nan,nan,350.0,213.0,353.0,214.0,2.9620044231414795,11.323072922229766,0.0012812792556360364
543,18.11811811811812,nan,nan,nan,nan,668.0,28.0,679.0,48.0,nan,nan,nan,nan,2.9620044231414795,0.677468335032463,0.0012812792556360364
544,18.151484818151484,2.9620044,424.33243,424.87646,0.0012812793,668.0,29.0,679.0,48.0,294.0,245.0,308.0,239.0,3.0072141885757446,0.677468335032463,0.00146160478470847
545,18.184851518184853,nan,nan,nan,nan,668.0,29.0,679.0,48.0,nan,nan,nan,nan,3.0072141885757446,-0.616894356608393,0.00146160478470847
546,18.21821821821822,3.052424,402.54813,403.20963,0.0016419303,669.0,29.0,679.0,48.0,293.0,225.0,331.0,205.0,2.9660467306772866,-0.5866073673963546,0.001570307882502675
547,18.251584918251584,nan,nan,nan,nan,669.0,29.0,679.0,48.0,291.0,235.0,nan,nan,2.9680678844451904,-10.369502274692055,0.0017148221959359944
548,18.284951618284953,2.8837118,425.99442,426.75665,0.0017877141,669.0,29.0,679.0,48.0,283.0,220.0,297.0,227.0,2.2740545868873596,-16.231721747070548,0.006381963884147505
549,18.31831831831832,nan,nan,nan,nan,668.0,28.0,679.0,48.0,nan,nan,nan,nan,1.8848699033260345,-2.007713463306429,0.008751980669330806
550,18.351685018351684,0.886028,384.42294,390.51248,0.015716247,671.0,45.0,679.0,48.0,315.0,210.0,327.0,198.0,2.140073041121165,-1.7474944925308225,0.007293709670193493
551,18.385051718385053,nan,nan,nan,nan,nan,nan,678.0,46.0,nan,nan,nan,nan,1.768253654241562,-5.571713512390849,0.010046707466244698
552,18.41841841841842,2.6504793,388.86148,387.1631,0.0043771677,669.0,29.0,675.0,46.0,317.0,203.0,323.0,198.0,1.768253654241562,13.22015155211091,0.010046707466244698
553,18.451785118451784,nan,nan,nan,nan,nan,nan,nan,nan,317.0,196.0,336.0,194.0,2.650479316711426,13.46214319065213,0.004377167671918869
554,18.485151818485154,nan,nan,nan,nan,660.0,394.0,670.0,385.0,330.0,193.0,nan,nan,2.6666282415390015,1.1878074377775192,0.0036862612469121814
555,18.51851851851852,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,335.0,214.0,2.7297457456588745,0.9458157992362974,0.002088347391691059
